num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea,Reynolds number,C_d
1.0,0.01,2.7923054507470054e-10,5.296168568405222e-09,-1.5117260721030635e-14,0.0005,7.79568834313217e-07,0.9957263430109126,7.163717500859215
1.0,0.1,5.668867480616564e-09,5.295453191740988e-09,-6.436531318782768e-13,0.0005,7.79568834313217e-07,9.957263430109126,1.4543597001567437
2.0,0.01,3.103047946078035e-10,1.0602109664591278e-08,-2.426110195359176e-14,0.0005,7.79568834313217e-07,0.9957263430109126,7.960933812372711
2.0,0.1,1.144309759288628e-08,1.056929780298945e-08,-1.6853159020926086e-12,0.0005,1.5591377000913906e-06,10.000001639127731,1.4678751712841691
3.0,0.01,5.485102508999914e-10,1.5814668686879326e-08,-4.42273520192446e-14,0.0005,1.559137679532749e-06,1.0000001639127731,7.0360720300771895
3.0,0.1,9.831633466024007e-09,1.5771328110608773e-08,-1.1513520834046511e-09,0.0005,1.559137632323876e-06,9.930632077157497,1.261162999621794
4.0,0.01,2.709912582169083e-10,2.0800067658601878e-08,2.2987381582607084e-12,0.0005,1.729936576507545e-06,0.9930632077157496,3.1329617732459845
4.0,0.1,9.058888163258549e-09,2.0988965086942594e-08,1.0562518122234482e-09,0.0005,1.559137632323876e-06,9.930632077157497,1.162038292893538
