num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea,Reynolds number,C_d
5.0,0.01,9.132915469948238e-10,2.5870960362061495e-08,8.091399347936616e-11,0.0005,2.338706415164378e-06,1.529282974195547,7.81022826185417
5.0,0.04413793103448276,6.8213360589837596e-09,2.5975489794083005e-08,-9.191588136908036e-11,0.0005,2.813890349380958e-06,7.403985452160996,2.4886758194543237
5.0,0.07827586206896552,3.1138870931048253e-09,2.5950853100362067e-08,3.3499996686754483e-10,0.0005,1.559137569944846e-06,9.773949204185701,0.6519175936663509
5.0,0.11241379310344828,1.0714645586606756e-08,2.3506394011942032e-08,7.975712610484943e-10,0.0005,1.7008197118279928e-06,14.660498654605934,0.9970348094037678
5.0,0.14655172413793105,1.2175493146728685e-08,2.689319168842298e-08,1.7841259141848131e-09,0.0005,2.036671795692341e-06,20.914691202166026,0.556690285462935
5.0,0.1806896551724138,2.0990023724132045e-08,2.960527015304679e-08,-2.0756740660425403e-09,0.0005,2.036671837596937e-06,25.786584241597584,0.6313283454720293
5.0,0.21482758620689657,2.4606773253205558e-08,1.347873196135993e-08,-1.1950435048653835e-08,0.0005,2.338706477543408e-06,32.85321743551119,0.45596220682916144
5.0,0.24896551724137933,9.242715017728718e-09,4.196470134035511e-08,1.9719576733342464e-09,0.0005,2.3387064981020495e-06,38.073873343010824,0.12751915802900257
5.0,0.2831034482758621,6.146299271184103e-08,2.5856411173134314e-08,-9.201668999493741e-09,0.0005,1.7299364731697732e-06,37.235761235113955,0.8865908089647373
5.0,0.31724137931034485,1.1381192109931013e-07,3.952054697531015e-09,1.655446537689263e-08,0.0005,2.509505318389305e-06,50.25553372532708,0.901259738458633
5.0,0.3513793103448276,5.6650189427867905e-08,2.5793628028658516e-08,4.209669120210436e-09,0.0005,1.7299365369411818e-06,46.215884772156265,0.5304553312971099
5.0,0.38551724137931037,1.556551268575103e-07,6.068763776318745e-08,-2.105295257803521e-09,0.0005,2.3387063370414586e-06,58.956494365320324,0.895633071532624
5.0,0.41965517241379313,7.32941356871877e-08,5.98959656710036e-08,8.416517395246075e-10,0.0005,2.034321550322743e-06,59.85526807313596,0.40916121830310803
5.0,0.4537931034482759,1.7348247042458885e-07,1.3858422787346084e-08,-6.417210311791783e-11,0.0005,2.036671892706724e-06,64.76172771195355,0.8272727916415936
5.0,0.48793103448275865,1.545215086068121e-07,2.5610147887634886e-08,3.7783909589721256e-08,0.0005,2.50950530748299e-06,77.29519572479597,0.5172659996143051
5.0,0.5220689655172415,4.1996898161432015e-07,3.972275622879435e-08,2.7695336498734858e-08,0.0005,3.2937749265416695e-06,94.74904403446422,0.9356157780406958
5.0,0.5562068965517242,1.3510779515492507e-07,2.5786802632741944e-08,-1.626762913581028e-08,0.0005,2.338706317663161e-06,85.05977192958862,0.37347537720660867
5.0,0.5903448275862069,1.3570499621459952e-07,2.542046442416934e-08,2.4000059022130657e-08,0.0005,1.729936576507545e-06,77.64631563763398,0.4501778543176403
5.0,0.6244827586206897,2.4349161791611823e-07,2.5804567368794618e-08,2.452251409634127e-08,0.0005,2.3387063829564084e-06,95.50108438612253,0.5339460834936963
5.0,0.6586206896551725,3.4969735570325366e-07,-6.439095011692341e-08,-1.2264657554098708e-08,0.0005,2.480388641075764e-06,103.72781657033977,0.6500277113604646
5.0,0.6927586206896552,2.550329634344036e-07,5.598989812990443e-08,-4.842116020267996e-10,0.0005,1.7346372902911666e-06,91.24021038970038,0.6127082907235235
5.0,0.7268965517241379,6.93678014249824e-07,6.539048408085497e-08,7.796026290202893e-08,0.0005,2.9555722773066956e-06,124.9664408129159,0.888384809759292
5.0,0.7610344827586207,6.8626724836909e-07,2.55886764637289e-08,-7.521618393103567e-11,0.0005,2.689705804703437e-06,124.8121100576539,0.8810687906820442
5.0,0.7951724137931035,5.856427744337756e-07,2.3970401776937537e-08,-4.3336004853932454e-08,0.0005,2.3387063370414586e-06,121.60436136532084,0.79207167426507
5.0,0.8293103448275863,5.885548892314373e-07,-1.4741833352597058e-07,-1.334874682267135e-07,0.0005,2.514206107747397e-06,131.49750761649568,0.680741025835621
5.0,0.863448275862069,4.3753778540666824e-07,-1.1466660520807761e-07,3.997913749481724e-10,0.0005,1.734637348725488e-06,113.72100082824366,0.6766501986748038
5.0,0.8975862068965518,6.442858286800539e-07,2.50338496799099e-08,-2.1953551844167666e-07,0.0005,2.034321450091071e-06,128.0223984849093,0.7862065467093867
5.0,0.9317241379310346,9.630479718695157e-07,-4.560925800415437e-08,8.117737890912052e-09,0.0005,2.590603465763984e-06,149.9642769402788,0.856450526863908
5.0,0.9658620689655173,1.3027652618025598e-06,2.561529938407929e-08,-8.490981692219866e-09,0.0005,2.338706317663161e-06,147.707638670042,1.1942362634771686
5.0,1.0,4.748994250478479e-07,2.5182463084709633e-08,9.7377911060545e-08,0.0005,1.729936536941182e-06,131.52705185402664,0.5490368171396042
6.0,0.01,1.0669740373776157e-09,3.1056673919296514e-08,8.411507655481396e-11,0.0005,2.6220706262058966e-06,1.6192808978697601,8.13840807119306
6.0,0.04413793103448276,7.953002387929106e-09,3.080416603938366e-08,-4.3588383205015066e-10,0.0005,3.293774791601731e-06,8.010487046223862,2.478810137496622
6.0,0.07827586206896552,7.121328014585709e-09,3.0232370540395646e-08,5.586027592814559e-11,0.0005,1.7346373097367383e-06,10.309371764336396,1.3400672205996333
6.0,0.11241379310344828,9.855875655076146e-10,3.114831880929933e-08,-7.142660532340457e-13,0.0005,7.79568834313217e-07,9.925372993256092,0.2000928354268316
6.0,0.14655172413793105,9.802004016032989e-09,3.483499027578608e-08,1.1504455010039891e-09,0.0005,2.0343214887165943e-06,20.90262000484878,0.4486869319651593
6.0,0.1806896551724138,1.9799492817213247e-08,2.7394483463709205e-08,-3.6170275874910285e-09,0.0005,2.0366718666347793e-06,25.786584425423655,0.5955200921896534
6.0,0.21482758620689657,6.284176432373895e-08,2.6972506781161995e-08,-4.0401071617056565e-09,0.0005,2.338706477543408e-06,32.85321743551119,1.1644545689613062
6.0,0.24896551724137933,8.70368443190661e-08,3.640930001509023e-08,1.3575762823381636e-08,0.0005,2.957922777942988e-06,42.81861499377133,0.9494408229466172
6.0,0.2831034482758621,6.355700313595692e-08,8.116019917119487e-09,-1.3757767456304467e-09,0.0005,3.897844032295139e-06,55.892995795891395,0.4068915125406323
6.0,0.31724137931034485,1.960966791693062e-07,3.6328868667671634e-08,9.220948435193247e-09,0.0005,3.595356227364938e-06,60.15348492747495,1.083873627247628
6.0,0.3513793103448276,6.654483983182789e-08,2.218112967219762e-09,-2.4598184074961055e-08,0.0005,3.1182753328737756e-06,62.0488041289956,0.34568262268483296
6.0,0.38551724137931037,1.8237055145962575e-07,4.948446286528658e-08,-1.267291950468518e-08,0.0005,2.9555724588182977e-06,66.2772699805246,0.8303390918607021
6.0,0.41965517241379313,2.0998386028607596e-07,-3.0492993420535826e-08,-1.2520062620115217e-08,0.0005,2.813890338681292e-06,70.39570529803655,0.8474685339575362
6.0,0.4537931034482759,1.9396491772732455e-07,3.085915366812354e-08,3.5999775649560006e-10,0.0005,2.5095053745182034e-06,71.88726426320613,0.7506703619232117
6.0,0.48793103448275865,4.560619816432701e-07,3.956556919848961e-08,1.0958770797947982e-08,0.0005,3.897843995272553e-06,96.33202031131042,0.9829072274546451
6.0,0.5220689655172415,2.5555268807385804e-07,4.5167534897248576e-08,-1.721460754445326e-10,0.0005,2.689705787646958e-06,85.62099412239954,0.6971880220644951
6.0,0.5562068965517242,1.417903435596805e-07,5.8558783420157725e-08,-3.4599951625220336e-08,0.0005,2.034321319184129e-06,79.33158744222065,0.45059291745342944
6.0,0.5903448275862069,3.8256737104177165e-07,-5.43749939079624e-08,6.5816543932826e-08,0.0005,2.651187461089075e-06,96.12270436703625,0.8281060551798959
6.0,0.6244827586206897,1.110312734006592e-07,3.0511956908893406e-08,-2.6967673831079828e-08,0.0005,1.729936536941182e-06,82.13637617504907,0.32915786770699107
6.0,0.6586206896551725,4.542647833805401e-07,1.6713294901718576e-07,-1.425575663674221e-08,0.0005,2.6197202269921597e-06,106.60137979271181,0.7994906946825683
6.0,0.6927586206896552,6.153270077388659e-07,8.912684742494181e-08,2.1028396777959454e-08,0.0005,2.955572380417217e-06,119.0975256036283,0.8676218805085408
6.0,0.7268965517241379,3.57630781868361e-07,4.837087683585969e-08,-2.661297209828649e-08,0.0005,1.9822868088814145e-06,102.34246053065537,0.682893815428713
6.0,0.7610344827586207,5.801944139391105e-07,-1.8896095957255015e-07,1.6299447236941246e-07,0.0005,2.78667057009903e-06,127.04194987084882,0.7189674637682352
6.0,0.7951724137931035,9.388367914574382e-07,1.54959113724727e-07,-9.746330673328949e-08,0.0005,3.2937749335213574e-06,144.31393380117035,0.9015785403577614
6.0,0.8293103448275863,9.233519838607456e-07,4.6106354482909845e-08,1.2387315292707233e-07,0.0005,3.2890741910779047e-06,150.4021060932994,0.8163745300575577
6.0,0.863448275862069,1.2327654646034739e-06,2.540474513352301e-07,-1.4136033476676862e-07,0.0005,3.2937750125143202e-06,156.7051580968404,1.0040234842694484
6.0,0.8975862068965518,5.509837256408403e-07,-7.445746675423693e-08,1.2142275077133688e-07,0.0005,2.0366718196208725e-06,128.09633298599323,0.6715763167034822
6.0,0.9317241379310346,9.187395491924357e-07,3.053118889150733e-08,-1.0986713932985876e-07,0.0005,2.034321450091071e-06,132.89147933393198,1.040466581275237
6.0,0.9658620689655173,6.790323166591527e-07,3.0521451175348566e-08,-2.6823666577022404e-08,0.0005,1.7299365369411818e-06,127.03699042866506,0.8415114825873297
6.0,1.0,1.313212976681385e-06,2.900981356039407e-08,-1.5541494320861413e-07,0.0005,3.289074043114619e-06,181.35804484815716,0.7985305040064259
7.0,0.01,1.6563281059842684e-09,3.6223209408569614e-08,1.463007247420955e-10,0.0005,4.073343707197724e-06,2.018252637109072,8.132523180194617
7.0,0.04413793103448276,5.102022930660481e-09,3.6821626816011805e-08,-3.0228087975878313e-10,0.0005,2.178353969954067e-06,6.514426635711381,2.404473565460073
7.0,0.07827586206896552,2.200447749727272e-08,3.708724051586704e-08,6.948651495959496e-10,0.0005,3.540971218474562e-06,14.729535710788081,2.028443618900089
7.0,0.11241379310344828,1.514311383506754e-08,3.5837605789851384e-08,-2.0827078643539807e-09,0.0005,2.5142060883018254e-06,17.824610111102007,0.9532462482647128
7.0,0.14655172413793105,4.719095389960703e-08,4.1338895720389266e-08,6.7976604210110294e-09,0.0005,3.4016395828751277e-06,27.029317540890705,1.2918693391897949
7.0,0.1806896551724138,3.3749785759250736e-08,2.4189302158255863e-08,9.449388115142303e-10,0.0005,2.340603442382129e-06,27.64376604559748,0.8832966806146834
7.0,0.21482758620689657,7.17436301479991e-08,2.8351718298730744e-08,5.376067522426589e-10,0.0005,2.761855666519048e-06,35.70183496968443,1.125724886234757
7.0,0.24896551724137933,5.383908451871193e-08,2.364713113245857e-08,2.3027157323137552e-08,0.0005,2.9917403084376236e-06,43.0626890728231,0.5806646264371443
7.0,0.2831034482758621,-1.7216832342417424e-09,3.622080647303982e-08,-2.311398671165531e-09,0.0005,2.338706367955505e-06,43.29452790146323,-0.018370341481771704
7.0,0.31724137931034485,6.581598958007401e-08,3.0805910593056467e-08,-1.6598194673696006e-08,0.0005,2.4803883987387093e-06,49.963134336606075,0.5273052082337151
7.0,0.3513793103448276,5.992982620131865e-08,5.541388579011525e-08,-1.2710996651796651e-08,0.0005,2.1468866958774235e-06,51.485003720568855,0.4521801743507666
7.0,0.38551724137931037,1.3235505376802145e-07,1.7761163751994823e-08,-5.102880789189096e-09,0.0005,2.9917403520092076e-06,66.68156057340786,0.5953317077941768
7.0,0.41965517241379313,2.425455170160057e-07,4.1438651123532466e-09,-5.490204487670498e-08,0.0005,3.097254459281164e-06,73.85519068590389,0.8893264314204689
7.0,0.4537931034482759,4.9582632463176975e-08,1.3202109197239552e-08,1.2135484096940345e-08,0.0005,2.8162407007728643e-06,76.15401000789537,0.170991303490755
7.0,0.48793103448275865,3.277176173311819e-07,6.5987237016244e-08,-1.5671070124451342e-08,0.0005,3.433106559574356e-06,90.40700532954337,0.801909976958085
7.0,0.5220689655172415,2.7674665884898714e-07,6.905606631917002e-08,4.1747573625378014e-08,0.0005,2.6220706989209104e-06,84.53763149546432,0.7744836076054351
7.0,0.5562068965517242,2.6891408760176137e-07,-5.4584500442033906e-08,-6.814370024096661e-08,0.0005,2.955572302438532e-06,95.62185478568907,0.5882056921035362
7.0,0.5903448275862069,5.51170748123305e-07,-1.5636389422370633e-08,6.109940963103617e-08,0.0005,3.541424335004031e-06,111.0950595419003,0.8931546509262364
7.0,0.6244827586206897,5.744860807343322e-07,6.908678557550132e-08,-7.296840008571578e-08,0.0005,3.735141157715994e-06,120.69074330999841,0.788790337938461
7.0,0.6586206896551725,4.5898989746605204e-07,6.657681350172727e-08,6.09465437037433e-08,0.0005,2.9579227327250957e-06,113.2736205166051,0.7154438561186145
7.0,0.6927586206896552,2.4314775552867504e-07,3.605759572656805e-08,-8.790755068318449e-08,0.0005,2.0343214201761985e-06,98.8079126642838,0.49810030880729866
7.0,0.7268965517241379,4.137954261269016e-07,-6.695510929852741e-08,-6.500067710660821e-08,0.0005,2.176003597192665e-06,107.22656982074841,0.7197983641380258
7.0,0.7610344827586207,3.9308541115304785e-07,-4.211465887672108e-08,1.9801913848904397e-08,0.0005,2.1783540062349136e-06,112.32296644330863,0.6231316239243994
