num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea,Reynolds number,C_d,Refinement
15.0,0.001,5.5762122043929126e-11,7.737526461248072e-08,-3.4959567217444655e-11,0.0005,5.237488520789626e-06,0.22885559903112762,21.293458428629528,1.0
15.0,0.001,5.020959582443368e-08,-5.09123999968415e-08,2.982310643392795e-07,0.0005,5.237488520789626e-06,0.22885559903112762,19173.15737309296,2.0
15.0,0.001,-3.6160330751611754e-09,7.808248251214735e-08,-2.7923377449132367e-11,0.0005,5.237488520789626e-06,0.22885559903112762,-1380.827112387067,3.0
15.0,0.001,-2.983221239907314e-09,7.740951348367507e-08,2.0956654122228573e-09,0.0005,5.237488520789626e-06,0.22885559903112762,-1139.1800585588876,4.0
15.0,0.013794871794871794,1.1653654565820572e-09,7.750847357716172e-08,-1.4271157822536612e-10,0.0005,5.237488520789626e-06,3.157033648172991,2.3384802964548155,1.0
15.0,0.013794871794871794,5.151444743254763e-08,-5.149923795751825e-08,2.996902131115523e-07,0.0005,5.237488520789626e-06,3.157033648172991,103.37145281196828,2.0
15.0,0.013794871794871794,-1.9395927797014166e-09,7.819965517704377e-08,1.347314907436017e-10,0.0005,5.237488520789626e-06,3.157033648172991,-3.8920833570789948,3.0
15.0,0.013794871794871794,-1.001952583464573e-09,7.73006830436811e-08,1.9641917466795905e-09,0.0005,5.237488520789626e-06,3.157033648172991,-2.0105678962596927,4.0
15.0,0.02658974358974359,3.0642186338625644e-09,7.751900203101795e-08,-3.7166185148929124e-10,0.0005,5.237488520789626e-06,6.085211697314855,1.655001386946911,1.0
15.0,0.02658974358974359,5.216607970459938e-08,-5.405530586147683e-08,3.035190877136342e-07,0.0005,5.237488520789626e-06,6.085211697314855,28.1751874062154,2.0
15.0,0.02658974358974359,-7.421424050572764e-11,7.829274841041028e-08,3.6339118807409073e-10,0.0005,5.237488520789626e-06,6.085211697314855,-0.04008352067664496,3.0
15.0,0.02658974358974359,1.3160729475926655e-09,7.705731576637845e-08,1.4318568063143542e-09,0.0005,5.237488520789626e-06,6.085211697314855,0.7108182586970269,4.0
15.0,0.039384615384615386,5.486483669580662e-09,7.751624520277482e-08,-5.938668495290472e-10,0.0005,5.237488520789626e-06,9.013389746456719,1.350665432330624,1.0
15.0,0.039384615384615386,5.264919038576445e-08,-5.81563768547551e-08,3.097798653732048e-07,0.0005,5.237488520789626e-06,9.013389746456719,12.961205350617766,2.0
15.0,0.039384615384615386,1.955061567951767e-09,7.834605966081763e-08,5.297872146855371e-10,0.0005,5.237488520789626e-06,9.013389746456719,0.4812980839715846,3.0
15.0,0.039384615384615386,4.046355614858026e-09,7.670253686537478e-08,6.087700983107932e-10,0.0005,5.237488520789626e-06,9.013389746456719,0.9961339511876065,4.0
15.0,0.05217948717948718,8.844042149438016e-09,7.751306296596638e-08,-8.217543383161666e-10,0.0005,5.237488520789626e-06,11.941567795598582,1.2403895597905925,1.0
15.0,0.05217948717948718,5.237818768370267e-08,-6.387985056595412e-08,3.182558553467779e-07,0.0005,5.237488520789626e-06,11.941567795598582,7.346115731452658,2.0
15.0,0.05217948717948718,3.944667758846279e-09,7.837713258643121e-08,7.028977350410051e-10,0.0005,5.237488520789626e-06,11.941567795598582,0.5532452946559502,3.0
15.0,0.05217948717948718,7.2212831092901365e-09,7.620431566565138e-08,-3.5602339105535857e-10,0.0005,5.237488520789626e-06,11.941567795598582,1.0127952836164182,4.0
15.0,0.06497435897435898,1.2967919294328012e-08,7.74830413796831e-08,-1.0194599857010417e-09,0.0005,5.237488520789626e-06,14.869745844740446,1.1729870124080801,1.0
15.0,0.06497435897435898,5.007416803635257e-08,-7.16056564248476e-08,3.291107312664399e-07,0.0005,5.237488520789626e-06,14.869745844740446,4.5293579818523275,2.0
15.0,0.06497435897435898,6.719240074507181e-09,7.829270293150048e-08,7.567605468179205e-10,0.0005,5.237488520789626e-06,14.869745844740446,0.6077753232236816,3.0
15.0,0.06497435897435898,1.0765474783539916e-08,7.55299605536262e-08,-1.3996811869322572e-09,0.0005,5.237488520789626e-06,14.869745844740446,0.9737693316014249,4.0
15.0,0.07776923076923077,1.8135038090091776e-08,7.741765427218143e-08,-1.1598800165223627e-09,0.0005,5.237488520789626e-06,17.79792389388231,1.1450113115142815,1.0
15.0,0.07776923076923077,5.017460108418341e-08,-8.034107568312302e-08,3.421172030179228e-07,0.0005,5.237488520789626e-06,17.79792389388231,3.1679274952003147,2.0
15.0,0.07776923076923077,1.071480009359304e-08,7.802955390164697e-08,7.205460682130223e-10,0.0005,5.237488520789626e-06,17.79792389388231,0.6765118025575775,3.0
15.0,0.07776923076923077,1.5036360622202145e-08,7.470785070754828e-08,-2.9893617394841396e-09,0.0005,5.237488520789626e-06,17.79792389388231,0.9493667954210648,4.0
15.0,0.09056410256410256,2.4300687889395172e-08,7.729923896031963e-08,-1.252121085787951e-09,0.0005,5.237488520789626e-06,20.726101943024172,1.131392520415099,1.0
15.0,0.09056410256410256,4.826192475524714e-08,-8.98831107921715e-08,3.5385833456937694e-07,0.0005,5.237488520789626e-06,20.726101943024172,2.246980864798966,2.0
15.0,0.09056410256410256,1.34313956944976e-08,7.789491718282443e-08,9.731340291553467e-10,0.0005,5.237488520789626e-06,20.726101943024172,0.6253395252289037,3.0
15.0,0.09056410256410256,2.056073481440644e-08,7.33411902424357e-08,-3.783022118358978e-09,0.0005,5.237488520789626e-06,20.726101943024172,0.9572676168319264,4.0
15.0,0.10335897435897436,3.1406625143300055e-08,7.718265443191454e-08,-1.322672758004734e-09,0.0005,5.237488520789626e-06,23.654279992166035,1.1226174801556341,1.0
15.0,0.10335897435897436,4.680578748557009e-08,-1.0117772458195286e-07,3.6798297860410363e-07,0.0005,5.237488520789626e-06,23.654279992166035,1.6730544897454602,2.0
15.0,0.10335897435897436,1.7905169928614758e-08,7.74646643517845e-08,8.482579382073156e-10,0.0005,5.237488520789626e-06,23.654279992166035,0.6400132664782032,3.0
15.0,0.10335897435897436,2.7759872632411717e-08,7.170511569923605e-08,-5.889325504295294e-09,0.0005,5.237488520789626e-06,23.654279992166035,0.9922657439902459,4.0
15.0,0.11615384615384615,3.949758278792427e-08,7.704477276911601e-08,-1.3512921582688205e-09,0.0005,5.237488520789626e-06,26.582458041307902,1.117918748272589,1.0
15.0,0.11615384615384615,4.450582356409903e-08,-1.1246857301751763e-07,3.8011233935542825e-07,0.0005,5.237488520789626e-06,26.582458041307902,1.2596693533567251,2.0
