num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea
11.0,0.07631578947368421,3.2703930821677086e-08,5.4190448257268385e-08,-3.851572207780371e-09,0.0005,6.046627809905255e-06
11.0,0.08105263157894736,1.548324439969983e-08,5.90053342834231e-08,-1.2523202159105421e-09,0.0005,3.5958093717660733e-06
11.0,0.08578947368421053,1.6945683351326966e-08,5.7206686258589494e-08,5.365399461908615e-10,0.0005,3.0343201231598048e-06
11.0,0.09052631578947369,2.4092938253937165e-08,5.7239184086551136e-08,-1.7350911649957212e-09,0.0005,3.881524210453058e-06
11.0,0.09526315789473684,3.085142354029128e-08,5.975162124652058e-08,-2.4842417922395597e-11,0.0005,3.9059402010126265e-06
11.0,0.1,2.337842290418786e-08,6.142182584512222e-08,5.358390462471447e-09,0.0005,4.24884331371798e-06
12.0,0.01,1.5789224746722997e-09,6.29767584631972e-08,-1.4229953029234816e-10,0.0005,4.992244208379556e-06
12.0,0.01473684210526316,1.934959276968719e-09,6.263734557776225e-08,-2.2968765456533443e-10,0.0005,2.8720704739602913e-06
12.0,0.019473684210526317,4.015544813392039e-09,6.296908510074066e-08,1.0633533123968726e-09,0.0005,3.8701708671665454e-06
12.0,0.024210526315789474,3.488712281427774e-09,6.351920353499225e-08,6.472054109650216e-10,0.0005,3.9082903179801914e-06
12.0,0.02894736842105263,7.361124899447194e-09,6.123062130698976e-08,-1.6347617796029263e-10,0.0005,5.242244151237593e-06
12.0,0.03368421052631579,8.491133249903764e-09,6.119959080990237e-08,-6.70554151189672e-10,0.0005,4.606708085075386e-06
12.0,0.03842105263157895,1.2547062531442986e-08,6.38970517562359e-08,7.594165096229891e-10,0.0005,5.938309891518204e-06
12.0,0.04315789473684211,7.963260055905073e-09,6.389770119488935e-08,-2.6460662851416092e-09,0.0005,3.5456718697916854e-06
12.0,0.04789473684210527,1.3122261071107483e-08,6.335991813340353e-08,-3.968366162836085e-10,0.0005,5.325745982653116e-06
12.0,0.052631578947368425,1.2531066218032007e-08,6.029481455364801e-08,1.7249020252492882e-09,0.0005,4.9922443429830575e-06
12.0,0.05736842105263158,2.6090165229600377e-08,6.093880985380512e-08,1.473534909449866e-10,0.0005,5.527958823558001e-06
12.0,0.06210526315789474,1.2711877957449865e-08,6.329412326421817e-08,4.126495318481e-10,0.0005,3.764257814549689e-06
12.0,0.0668421052631579,1.421953811278595e-08,6.329135851907218e-08,1.8595251710535157e-10,0.0005,3.649289133126507e-06
12.0,0.07157894736842106,1.0398587207537543e-08,6.319262149574198e-08,2.99611440795672e-09,0.0005,3.403989865036009e-06
12.0,0.07631578947368421,2.0932653725131835e-08,5.785050609038805e-08,-2.5746790308079756e-09,0.0005,4.04567195966157e-06
12.0,0.08105263157894736,1.6633861016213128e-08,6.009676268457908e-08,-5.423153718623129e-10,0.0005,4.178857955781329e-06
12.0,0.08578947368421053,3.335219333726098e-08,5.866014672346586e-08,-8.664033393673797e-10,0.0005,5.632028089840773e-06
12.0,0.09052631578947369,3.8589652670877244e-08,6.650213581321215e-08,6.506622805358439e-09,0.0005,5.170094319040412e-06
12.0,0.09526315789473684,2.9065662674585233e-08,6.617476793133715e-08,-2.3946133940209616e-09,0.0005,4.2914230699028734e-06
12.0,0.1,3.043912178822153e-08,6.031078162531841e-08,-7.608625045167657e-10,0.0005,4.545723800609688e-06
13.0,0.01,1.9843305087222366e-09,6.71034005600228e-08,3.70408028043666e-11,0.0005,5.505946246459522e-06
13.0,0.01473684210526316,1.7231295106084572e-09,6.824074777579405e-08,9.222595667653067e-11,0.0005,3.8477064332445405e-06
13.0,0.019473684210526317,3.90904343338751e-09,6.800237958001333e-08,2.711137115559142e-10,0.0005,4.735139791901781e-06
13.0,0.024210526315789474,4.337703285510122e-09,6.745695260635166e-08,-1.6563153027358917e-09,0.0005,4.1315239889757976e-06
13.0,0.02894736842105263,6.433886203018303e-09,6.74397584205218e-08,-1.602984407382224e-09,0.0005,5.210776914757377e-06
13.0,0.03368421052631579,6.251842379581432e-09,6.859791435968415e-08,9.845050149088161e-10,0.0005,4.550877890212787e-06
13.0,0.03842105263157895,1.2339823063724773e-08,6.857644671682084e-08,-1.5514000607788932e-09,0.0005,6.251697475542783e-06
13.0,0.04315789473684211,9.031879664061419e-09,6.928006828733732e-08,2.4641989950679773e-10,0.0005,4.320539923570172e-06
13.0,0.04789473684210527,9.876730496158025e-09,7.032066434339127e-08,1.2889418295038994e-09,0.0005,4.685508838744694e-06
13.0,0.052631578947368425,9.650302944584919e-09,6.676548864418481e-08,9.101376282757009e-10,0.0005,3.5456718922193268e-06
13.0,0.05736842105263158,9.699005442764955e-09,6.875603543376206e-08,-1.0516115155108701e-09,0.0005,4.3567078433212465e-06
13.0,0.06210526315789474,1.260470108778215e-08,6.783588199816193e-08,-5.353274333772446e-10,0.0005,3.870170943079103e-06
13.0,0.0668421052631579,2.5749012869536626e-08,6.407276110005038e-08,-1.036157022938823e-09,0.0005,5.645278010269097e-06
