num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea,Reynolds number,C_d,Refinement
15.0,0.001,9.859960523006024e-12,2.5435258292587367e-13,6.422643097874459e-13,0.0005,5.4569808159432576e-06,0.2336018154026902,3.6137054006856344,3.0
15.0,0.001,3.3762388156538655e-11,5.552969078588038e-13,1.2074751779908551e-12,0.0005,5.4569808159432576e-06,0.2336018154026902,12.374017536546063,4.0
15.0,0.001,9.168478268436074e-11,1.2178552872173675e-12,2.4910693702004924e-12,0.0005,5.4569808159432576e-06,0.2336018154026902,33.60275059662739,5.0
15.0,0.001,1.4528316954753572e-10,1.9639607155919337e-12,3.804291352938728e-12,0.0005,5.4569808159432576e-06,0.2336018154026902,53.246721748800226,6.0
15.0,0.013794871794871794,8.973013328998975e-10,4.646144721959692e-12,2.165430478534092e-11,0.0005,5.4569808159432576e-06,3.2225070945294183,1.7281464527718076,3.0
15.0,0.013794871794871794,2.074011294485534e-09,1.5476236162601284e-11,4.195089065523448e-11,0.0005,5.4569808159432576e-06,3.2225070945294183,3.994416513336096,4.0
15.0,0.013794871794871794,3.1072271604600807e-09,2.0845563171066255e-11,6.31429478574474e-11,0.0005,5.4569808159432576e-06,3.2225070945294183,5.984325887437805,5.0
15.0,0.013794871794871794,3.6580115086267046e-09,2.7375532483605435e-11,7.412516646055577e-11,0.0005,5.4569808159432576e-06,3.2225070945294183,7.045102220456548,6.0
15.0,0.02658974358974359,2.901456488930537e-09,-5.164701224845062e-12,3.78158546277829e-11,0.0005,5.4569808159432576e-06,6.211412373656147,1.504060590744005,3.0
15.0,0.02658974358974359,5.963806016679659e-09,7.429512781450168e-12,6.198991447354955e-11,0.0005,5.4569808159432576e-06,6.211412373656147,3.0915251132496326,4.0
15.0,0.02658974358974359,7.666680761006943e-09,-2.129972404453224e-13,8.201248428850795e-11,0.0005,5.4569808159432576e-06,6.211412373656147,3.9742634219878066,5.0
15.0,0.02658974358974359,8.881867338228536e-09,7.879389611532157e-12,9.573804089774799e-11,0.0005,5.4569808159432576e-06,6.211412373656147,4.6041933375916,6.0
15.0,0.039384615384615386,5.839051058701589e-09,-1.8955394107409815e-11,5.221694752608215e-11,0.0005,5.4569808159432576e-06,9.200317652782877,1.3796426900256118,3.0
15.0,0.039384615384615386,1.105776317494576e-08,-3.5094132389214844e-12,6.9421399251363e-11,0.0005,5.4569808159432576e-06,9.200317652782877,2.612712575892545,4.0
15.0,0.039384615384615386,1.3509851638933e-08,-2.574171356588534e-11,8.711560041641894e-11,0.0005,5.4569808159432576e-06,9.200317652782877,3.1920885550757774,5.0
15.0,0.039384615384615386,1.516899300628669e-08,-1.7199733306816305e-11,9.80531108335798e-11,0.0005,5.4569808159432576e-06,9.200317652782877,3.5841081206141583,6.0
15.0,0.05217948717948718,9.605735908706334e-09,-2.8675313093772503e-11,7.198176788248569e-11,0.0005,5.4569808159432576e-06,12.189222931909605,1.2930299903101818,3.0
15.0,0.05217948717948718,1.6217161117104787e-08,3.0473952717987995e-12,8.060911621031623e-11,0.0005,5.4569808159432576e-06,12.189222931909605,2.1829952313286873,4.0
15.0,0.05217948717948718,2.038400350711023e-08,-3.526091781538575e-11,9.888178676712771e-11,0.0005,5.4569808159432576e-06,12.189222931909605,2.743894700810189,5.0
