num_particles,velocity,forces_x,forces_y,forces_z,radius,yzarea,Reynolds number,C_d,sim_time
1.0,0.01,2.7923054507322484e-10,5.296168568401004e-09,-1.5117259316529653e-14,0.0005,7.79568834313217e-07,0.8829319533878117,7.163717500821355,106.0
1.0,0.1,5.6688674806168026e-09,5.295453191740974e-09,-6.436531313035155e-13,0.0005,7.79568834313217e-07,8.829319533878119,1.454359700156805,14.0
2.0,0.01,5.577627114974594e-10,1.0448944761717706e-08,1.4529350931237452e-10,0.0005,1.2547526845445695e-06,1.1201574373919807,8.890400767700406,609.0
2.0,0.1,6.450935541346057e-09,1.0601401287766559e-08,-7.058458565743615e-13,0.0005,7.79568834313217e-07,8.829319533878119,1.6550008818731672,31.0
3.0,0.01,7.752633573691262e-10,1.5779917692999463e-08,-3.633620652166083e-11,0.0005,2.034321550322743e-06,1.426296445456814,7.621836943585751,185.0
3.0,0.1,1.523442293781429e-08,1.5838026722950728e-08,8.379262698371473e-10,0.0005,2.036671837596937e-06,14.271201202410877,1.4960115475244493,262.0
4.0,0.01,7.61438131625974e-10,2.090543288041658e-08,8.770190508252008e-13,0.0005,1.734637348725488e-06,1.3170563194964322,8.77921984310363,497.0
4.0,0.1,1.3646962761288782e-08,1.7100411565368277e-08,-2.5046562743864743e-09,0.0005,2.036671858071371e-06,14.271201274144273,1.3401238601304963,272.0
